Province_State,Country_Region,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020,4/7/2020,4/8/2020,4/9/2020,4/10/2020,4/11/2020,4/12/2020,4/13/2020,4/14/2020,4/15/2020,4/16/2020,4/17/2020,4/18/2020,4/19/2020,4/20/2020,4/21/2020,4/22/2020
Missouri,US,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2
Missouri,US,17,18,18,18,18,19,19,19,20,21,21,20,20,20,20,20,21,21,21,21,21,21
Missouri,US,17,19,19,20,21,24,24,24,25,26,26,26,26,26,26,31,32,32,32,33,35,35
Missouri,US,15,15,15,16,16,20,20,20,23,26,28,28,30,30,30,33,35,36,36,36,37,40
Missouri,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Missouri,US,4,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Missouri,US,17,21,21,22,22,26,25,25,26,27,34,37,42,45,45,47,50,53,53,53,54,55
Missouri,US,5,5,5,5,5,4,7,7,8,5,5,5,5,5,5,5,5,5,5,5,5,5
Missouri,US,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Missouri,US,12,12,12,16,16,17,17,17,17,17,17,17,17,19,19,19,19,19,19,19,19,19
Missouri,US,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Missouri,US,21,23,23,32,32,37,37,37,37,42,46,48,51,51,51,52,55,56,57,59,61,61
Missouri,US,5,6,6,7,7,8,8,8,11,10,11,11,11,11,11,11,11,11,11,11,11,11
Missouri,US,25,25,25,28,28,31,32,32,35,35,36,36,37,38,38,41,42,44,46,46,46,46
Missouri,US,2,2,2,2,2,2,2,2,2,3,4,4,4,4,4,4,4,4,4,4,5,5
Missouri,US,1,1,1,2,2,3,3,3,5,4,4,4,4,5,5,5,6,6,6,6,5,5
Missouri,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Missouri,US,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
Missouri,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2
Missouri,US,1,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3
Missouri,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Missouri,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Missouri,US,6,6,6,7,7,8,8,9,9,12,13,14,16,16,17,18,18,19,19,19,19,19
Missouri,US,16,19,19,24,24,33,35,35,56,68,83,83,84,87,87,89,91,95,98,99,102,105
Missouri,US,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Missouri,US,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Missouri,US,51,54,54,64,64,69,72,72,74,76,77,79,79,80,80,81,87,88,90,90,92,92
Missouri,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Missouri,US,1,2,2,2,2,3,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6
Missouri,US,1,1,1,1,1,2,2,2,2,2,4,4,4,5,5,6,6,6,6,6,6,6
Missouri,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Missouri,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
Missouri,US,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
Missouri,US,0,1,1,1,1,1,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5
Missouri,US,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2
Missouri,US,86,103,103,135,135,155,162,162,167,199,217,225,225,237,237,260,267,268,268,271,279,288
Missouri,US,7,7,9,11,11,13,15,15,16,20,22,18,25,27,27,28,28,28,28,28,29,30
Missouri,US,38,47,47,69,69,81,92,93,95,107,117,124,129,139,139,155,179,183,214,222,231,238
Missouri,US,19,26,26,29,29,32,33,33,35,36,41,37,45,45,45,45,48,48,48,50,52,52
Missouri,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Missouri,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Missouri,US,20,20,20,26,26,28,28,28,27,28,28,28,28,28,28,29,29,29,30,30,30,30
Missouri,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Missouri,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Missouri,US,10,12,12,16,16,18,24,24,25,26,26,26,26,33,35,35,35,35,35,56,59,59
Missouri,US,0,0,0,0,0,2,3,3,3,3,3,3,4,5,5,5,5,5,5,5,5,5
Missouri,US,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2
Missouri,US,2,2,2,2,2,3,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4
Missouri,US,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Missouri,US,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Missouri,US,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Missouri,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
Missouri,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Missouri,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
Missouri,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Missouri,US,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,12,19,36,39,39,53,59
Missouri,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Missouri,US,2,2,2,4,4,5,5,5,5,6,6,6,6,6,6,6,7,7,7,7,7,7
Missouri,US,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3
Missouri,US,0,1,1,1,1,2,5,5,5,6,6,8,8,8,8,8,8,8,9,9,9,9
Missouri,US,5,6,6,6,6,6,6,6,6,7,8,8,8,9,9,9,9,9,9,9,10,10
Missouri,US,0,0,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3
Missouri,US,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Missouri,US,2,2,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5
Missouri,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Missouri,US,2,3,3,3,3,3,3,3,4,4,4,4,8,8,8,11,11,12,13,13,13,17
Missouri,US,18,19,19,22,22,28,28,31,31,31,34,35,36,38,38,41,41,41,41,41,38,38
Missouri,US,1,1,1,2,2,2,3,3,3,4,4,3,3,3,3,8,10,13,13,13,14,21
Missouri,US,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Missouri,US,1,1,2,2,2,2,4,4,4,5,6,6,6,6,6,6,6,6,6,6,6,6
Missouri,US,12,13,13,14,14,17,17,18,19,25,25,25,25,26,26,27,27,27,27,27,27,27
Missouri,US,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Missouri,US,8,8,8,10,10,11,12,12,12,11,11,11,11,12,16,18,25,29,31,31,31,31
Missouri,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Missouri,US,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Missouri,US,2,2,2,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8
Missouri,US,1,1,1,3,3,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Missouri,US,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Missouri,US,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,3,4
Missouri,US,93,105,105,151,151,188,237,271,283,325,348,366,380,384,400,416,426,438,443,458,469,474
Missouri,US,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2
Missouri,US,3,3,3,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7
Missouri,US,6,9,9,14,15,17,19,19,20,20,21,23,23,23,23,23,24,24,24,24,24,24
Missouri,US,605,712,712,864,864,1033,1203,1203,1302,1498,1568,1633,1724,1851,1851,2026,2088,2163,2235,2289,2349,2436
Missouri,US,0,0,0,2,2,3,5,5,7,18,22,22,23,35,35,51,53,60,64,67,72,96
Missouri,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Missouri,US,0,0,0,0,0,0,1,1,1,2,3,3,3,3,3,4,4,4,4,4,4,4
Missouri,US,6,6,6,7,7,10,10,11,11,13,14,15,24,25,26,41,42,49,51,51,52,59
Missouri,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Missouri,US,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Missouri,US,3,3,3,7,7,7,8,8,8,9,9,9,11,12,12,13,15,16,18,18,19,19
Missouri,US,2,2,2,2,2,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3
Missouri,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Missouri,US,2,2,2,5,5,7,7,7,7,7,7,7,8,8,8,8,8,9,9,9,9,9
Missouri,US,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Missouri,US,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,4,4,4,4,4,4,4
Missouri,US,6,7,7,7,7,9,11,13,13,13,13,13,17,17,17,17,18,21,22,22,22,22
Missouri,US,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,3,4,4,4,5,6,6
Missouri,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Missouri,US,2,2,2,3,3,3,3,3,3,3,4,4,4,5,5,5,6,8,8,10,10,13
Missouri,US,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Missouri,US,4,6,6,6,6,7,7,7,7,7,7,7,8,9,9,9,9,9,9,9,9,9
Missouri,US,195,239,239,297,328,358,440,476,514,565,594,645,698,706,723,743,766,808,831,859,882,908
Montana,US,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Montana,US,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,3,3,3,3,3,3,3
Montana,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,US,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Montana,US,0,1,1,1,1,1,2,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6
Montana,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,US,9,11,11,11,11,11,11,11,12,12,13,13,13,13,13,13,13,13,13,13,13,13
Montana,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,US,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3
Montana,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,US,14,18,18,20,24,25,31,31,34,34,34,34,36,36,37,37,37,37,37,37,37,37
Montana,US,76,93,93,101,110,116,118,120,128,134,135,138,138,138,139,141,142,142,143,143,145,145
Montana,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,US,0,0,1,1,1,1,1,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4
Montana,US,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,3,3,3,3,3
Montana,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,US,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Montana,US,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Montana,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,US,4,4,4,4,4,4,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5
Montana,US,14,13,13,13,14,14,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
Montana,US,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Montana,US,5,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Montana,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,US,6,6,6,6,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Montana,US,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Montana,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,US,14,17,17,18,19,21,24,25,26,26,29,30,30,30,30,33,34,35,38,38,38,39
Montana,US,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1
Montana,US,3,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Montana,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2
Montana,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,US,1,1,1,2,2,2,2,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5
Montana,US,0,0,0,0,0,0,0,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3
Montana,US,1,1,1,1,1,1,1,2,2,2,3,3,3,3,4,4,6,6,6,6,7,7
Montana,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,US,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
Montana,US,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Montana,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,US,7,6,6,12,15,16,15,17,18,18,20,25,26,26,26,26,29,29,29,29,29,29
Montana,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,US,32,35,36,38,38,40,47,48,52,55,57,58,59,63,64,67,67,70,72,72,73,74
Nebraska,US,4,6,6,8,11,13,15,27,28,38,45,54,54,62,62,65,64,85,98,100,101,103
Nebraska,US,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Nebraska,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,US,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
Nebraska,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,US,7,8,9,14,17,18,23,28,31,31,33,35,36,38,38,42,44,47,52,55,55,61
Nebraska,US,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Nebraska,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
Nebraska,US,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,5,4,4,3
Nebraska,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,US,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Nebraska,US,0,0,0,0,0,1,1,1,1,1,2,3,3,2,2,3,3,4,4,4,4,5
Nebraska,US,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,3,4,4,5,5
Nebraska,US,0,0,1,1,2,2,3,3,3,3,4,4,4,4,4,4,4,4,4,5,5,5
Nebraska,US,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Nebraska,US,0,0,0,0,0,1,1,3,3,3,13,13,19,19,19,19,19,18,20,20,20,20
Nebraska,US,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,9,22,29,51,73,86
Nebraska,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,US,1,1,1,1,1,1,1,1,2,3,3,12,13,18,18,21,24,30,124,172,175,197
Nebraska,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Nebraska,US,4,4,5,6,7,7,7,7,7,7,7,9,10,12,12,12,12,12,16,18,18,18
Nebraska,US,101,116,124,131,144,159,159,181,198,214,228,239,242,251,251,259,266,266,280,291,296,310
Nebraska,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Nebraska,US,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,3,3,3,3,3,3,3
Nebraska,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
Nebraska,US,0,1,2,2,9,9,23,23,24,24,25,25,26,26,26,26,26,27,28,28,28,28
Nebraska,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,US,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,6,6,7
Nebraska,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,US,15,17,26,40,44,55,58,69,84,116,129,159,161,214,214,231,247,403,457,531,554,588
Nebraska,US,0,2,3,4,6,6,7,7,8,9,10,11,11,13,13,14,14,16,19,20,22,27
Nebraska,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,4,5
Nebraska,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,US,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2
Nebraska,US,1,1,1,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4
Nebraska,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,US,1,3,5,5,5,9,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9
Nebraska,US,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Nebraska,US,9,12,14,18,18,32,34,39,44,49,50,52,54,57,57,59,62,63,81,85,92,97
Nebraska,US,9,11,14,15,15,16,16,17,17,17,17,17,17,17,17,17,17,18,18,18,18,18
Nebraska,US,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,US,3,4,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,7,9,11,14,16
Nebraska,US,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,7,9,9,9
Nebraska,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
Nebraska,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
Nebraska,US,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Nebraska,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,US,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Nebraska,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,US,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Nebraska,US,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
Nebraska,US,2,3,3,4,5,5,5,5,5,5,6,6,6,6,6,6,6,6,7,7,8,11
Nebraska,US,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,3,4,5,5,6,6,6
Nebraska,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
Nebraska,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,7,8,11,16
Nebraska,US,17,20,24,26,28,28,29,37,38,39,41,41,41,46,46,46,47,48,53,55,55,57
Nebraska,US,2,3,3,4,4,4,4,4,4,4,5,5,6,6,6,6,6,6,6,6,6,6
Nebraska,US,3,3,3,3,3,6,6,10,10,10,12,14,14,14,14,16,17,18,22,22,22,22
Nebraska,US,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,4
Nebraska,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,US,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2
Nebraska,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Nebraska,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,US,19,19,19,19,20,19,20,20,20,20,20,20,20,20,22,20,20,20,20,21,21,21
Nebraska,US,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
Nebraska,US,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,2
Nebraska,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,US,1,1,1,1,1,1,1,2,2,3,3,3,4,4,4,5,6,6,7,7,7,7
Nevada,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,3,3
Nevada,US,961,1125,1279,1418,1519,1608,1734,1878,2009,2144,2144,2324,2444,2509,2559,2559,2738,2882,2940,2998,3099,3218
Nevada,US,6,6,7,7,7,7,7,8,9,9,10,10,10,10,13,13,14,14,15,15,15,16
Nevada,US,5,5,7,8,8,8,8,8,9,11,11,11,11,11,11,11,12,12,12,12,12,12
Nevada,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nevada,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nevada,US,5,5,7,9,11,11,11,14,16,16,18,18,20,20,20,20,26,26,26,27,34,34
Nevada,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Nevada,US,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0
Nevada,US,1,1,2,3,3,3,3,4,4,6,6,7,10,10,10,11,12,15,16,18,18,19
Nevada,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Nevada,US,4,4,6,7,7,7,7,7,10,10,10,10,10,15,15,19,21,21,28,28,29,29
Nevada,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nevada,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nevada,US,143,163,184,245,264,264,309,326,326,363,389,415,461,532,549,549,572,588,637,662,662,710
Nevada,US,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3
Nevada,US,5,5,5,10,10,11,11,13,14,15,16,16,22,23,25,25,27,28,28,28,28,28
